date,trial,rep,morphology,F_roll_2p5m,B_roll_2p5m,F_rollrate_2p5m,B_rollrate_2p5m,F_roll_initial,B_roll_initial,F_rollrate_initial,B_rollrate_initial,F_pitch_2p5m,B_pitch_2p5m,F_pitchrate_2p5m,B_pitchrate_2p5m,F_pitch_initial,B_pitch_initial,F_pitchrate_initial,B_pitchrate_initial
0810,r180,1,With Tail,13.67,11.6,-126.27,-130.73,175.42,178.52,58.21,-93.09,-19.97,-33.23,407.3,622.18,-2.84,-2.84,8.52,8.54
0810,r180,2,With Tail,12.16,-360.12,98.22,-68.85,177.19,-176.61,-40.7,-194.95,-7.98,-8.34,1.91,369.14,1.65,1.65,-20.59,-21.12
0810,r180,3,With Tail,-296.91,-329.41,572.69,514.01,-178.41,-172.99,7.41,-59.54,-2.62,-4.31,-383.97,-261.33,-0.8,-0.8,-32.67,-33.28
0816,r180,1,With Tail,-18.18,-15.13,17.08,36.45,177.5,178.28,-57.77,-57.77,-8.49,-8.75,53.44,99.0,-2.33,-2.33,39.51,39.48
0816,r180,2,With Tail,-16.32,-16.78,-33.01,-148.78,174.08,177.17,-95.44,20.53,-13.06,-13.27,-43.18,-106.28,-0.11,-0.11,34.56,177.0
0816,r180,3,With Tail,28.45,-326.4,415.93,533.5,179.91,-179.32,-30.47,-184.66,9.07,6.95,-314.66,-576.9,0.89,0.68,31.59,42.63
0810,r45,1,With Tail,-12.36,-9.23,-38.1,-303.7,41.93,48.12,5.18,43.83,-11.35,8.45,-5.47,397.74,1.47,1.47,2.11,2.2
0810,r45,2,With Tail,6.49,4.89,-108.63,234.6,44.45,49.09,68.84,222.36,-2.97,2.57,72.15,142.03,1.08,0.93,31.65,227.11
0810,r45,3,With Tail,24.86,11.5,117.9,-460.92,47.54,49.09,57.27,365.4,-18.82,-10.69,130.85,255.94,0.89,0.89,-3.14,270.51
0816,r45,1,With Tail,5.71,10.94,-246.48,444.1,47.41,43.53,11.96,11.94,-4.28,-6.34,10.35,-285.86,1.45,1.29,-20.8,-21.56
0816,r45,3,With Tail,-14.6,-22.9,25.54,-163.13,46.6,51.24,51.82,16.05,17.54,-12.28,82.0,-821.64,1.1,0.95,-10.08,-8.97
0810,r90,1,With Tail,-17.63,-13.36,-430.34,-218.45,90.2,94.85,47.6,-107.71,-8.52,-2.05,136.45,114.08,-0.6,-0.6,30.73,33.26
0810,r90,2,With Tail,-26.15,-32.14,-291.08,-135.27,93.43,97.31,-7.83,-200.69,-12.44,-11.55,484.86,933.31,0.28,0.28,45.01,68.54
0810,r90,3,With Tail,-40.24,-56.59,191.25,-41.98,88.58,93.24,1.5,192.89,-11.14,-9.25,138.48,153.87,-1.48,-1.48,49.93,188.72
0816,r90,1,With Tail,-36.49,-31.48,60.11,-40.29,89.52,94.18,-50.63,218.81,31.29,0.9,51.87,-714.72,1.51,1.51,23.93,211.08
0816,r180_p15,1,With Tail,344.96,354.86,-379.5,-112.59,179.45,179.45,-36.98,155.64,-18.61,-18.57,359.91,280.55,-14.26,-14.26,17.51,18.08
0816,r180_p15,2,With Tail,358.24,-5.39,-44.68,-268.13,179.03,-177.88,-43.26,149.73,-18.33,-0.04,-86.59,-206.05,-15.21,-15.21,-7.98,-7.98
