Time,F_Q0,F_Q1,F_Q2,F_Q3,F_GX,F_GY,F_GZ,F_M1,F_M2,F_ACC,Cmd_F1,Cmd_F2,B_Q0,B_Q1,B_Q2,B_Q3,B_GX,B_GY,B_GZ,B_M1,B_M2,B_ACC,Cmd_B1,Cmd_B2
7.6056,0.17785638724982458,-0.3955477799293815,-0.9007618566032848,0.023176216170496273,-0.8476559999999999,-0.44335900000000017,-0.074219,-0.027,0.0135,0.7265,0.0,0.0,-0.02442761208322982,0.7074489885348948,-0.7044282405808753,-0.051962238798941435,-0.07421900000000005,0.2441409999999999,0.34960900000000006,-0.1893,-0.0135,2.4923,0.0,0.0
7.6257,0.17785638724982458,-0.3955477799293815,-0.9007618566032848,0.023176216170496273,-0.8476559999999999,-0.44335900000000017,-0.074219,-0.027,0.0135,0.7265,0.0,-1.4835298641951802,-0.02442761208322982,0.7074489885348948,-0.7044282405808753,-0.051962238798941435,-0.07421900000000005,0.2441409999999999,0.34960900000000006,-0.1893,-0.0135,2.4923,0.0,0.0
7.6457,0.16952320892520584,-0.39735276825777416,-0.9017788180631744,0.012946910294313637,-0.863281,0.1718749999999998,0.111328,-0.027,0.0135,1.8451,0.0,-1.4835298641951802,-0.02015418612407969,0.703464744476777,-0.7087297365786572,-0.04932871931285041,0.16406199999999993,0.39062500000000006,0.14453100000000005,-0.1487,-0.0135,0.2877,0.0,0.0
7.6658,0.1686617490689514,-0.3988659519174328,-0.9013114562206239,0.009840004444142458,-0.335938,-0.05859400000000008,0.404297,-0.027,-0.0406,0.3321,0.0,-1.4835298641951802,-0.02015418612407969,0.703464744476777,-0.7087297365786572,-0.04932871931285041,-0.06640600000000006,0.279297,0.10937500000000003,-0.1082,-0.0135,0.6468,0.0,0.0
7.6859,0.170514391862839,-0.4064566610689817,-0.8975882282746958,-0.0072936481265325065,-0.5800780000000003,1.5351559999999997,-0.044922,-0.027,-0.1893,6.2549,0.0,-1.4835298641951802,-0.016960133069004516,0.7025098394083256,-0.7100190786809356,-0.04544433220815992,0.5859379999999998,0.5058590000000001,0.21289100000000005,-0.027,-0.0135,10.4502,0.0,0.0
7.706,0.18570979175616759,-0.40698116840011156,-0.8941491428418131,-0.019378136360644158,-0.37500000000000044,2.021484,0.0,-0.027,-0.2975,3.3242,0.0,-1.4835298641951802,-0.007250773888736235,0.7012468514419617,-0.7123825240770132,-0.026672439153806588,0.5937499999999996,2.109375,0.13476600000000025,0.0947,-0.0135,6.7444,0.0,0.0
7.726,0.20496271197047583,-0.40660196420142136,-0.8896392596974741,-0.03474358954086638,-0.5507810000000005,2.443359,-0.273438,-0.027,-0.4192,2.1796,0.0,-1.4835298641951802,0.0001293997018696702,0.7006718086383862,-0.7132737839756564,-0.017306326247317653,0.5234379999999993,2.931641,0.15820300000000037,0.1758,-0.0135,5.1467,0.0,0.0
7.7461,0.22852934089591104,-0.40505051149287796,-0.8836877507748438,-0.052956421891363945,-0.6445310000000006,3.185547,-0.171875,-0.027,-0.5409,2.6407,0.0,-1.4835298641951802,0.028182980581051953,0.6977981821570631,-0.7155794253749256,0.015149342030521235,0.4199219999999992,3.638672,0.42578100000000046,0.2434,-0.0135,4.1142,0.0,0.0
7.7662,0.25325231066085935,-0.40327019047006596,-0.8764574612282887,-0.07112481480070919,-0.6445310000000007,3.357422,-0.167969,-0.0135,-0.6761,3.6803,0.0,-1.4835298641951802,0.03862568208281307,0.6963038260152927,-0.7161561792931651,0.028095647711318603,-0.4101560000000007,3.011719,0.2890620000000004,0.284,-0.0135,5.7087,0.0,0.0
7.7863,0.28191278479602205,-0.4012456954239447,-0.8667558412635513,-0.09089216307152237,-0.6503910000000008,3.683594,-0.056641,-0.0135,-0.8114,3.8183,-1.7313703159307496,-1.4835298641951802,0.07268006126835927,0.6913681723964344,-0.7164865396008812,0.058092146302204745,-0.31054700000000074,3.208984,0.21289100000000039,0.2705,-0.0135,2.5006,0.0,1.7043703159307495
7.8064,0.31321274835593654,-0.3984096028405197,-0.8549561837478881,-0.11053273950747586,-0.4882810000000009,3.992188,0.029297,-0.027,-0.9736,3.2432,-1.5310051037795103,-1.4835298641951802,0.11048726987807936,0.6847191336329688,-0.7148437971295826,0.08916623204535062,-0.2519530000000007,3.238281,0.24804700000000038,0.2434,-0.0135,5.7623,0.0,1.4905051037795103
7.8264,0.347728696437204,-0.39377847189067927,-0.8409005499854421,-0.13003666322889654,0.06835899999999906,4.271484,-0.167969,-0.0947,-1.0818,5.0583,-1.5009376280503721,-1.4835298641951802,0.12248324370315032,0.6823318924318148,-0.7139239115185687,0.0986594756949378,-0.3457030000000007,3.224609,0.22851600000000039,0.2028,0.0947,6.8267,0.0,1.5009376280503721
7.8465,0.3837670396184618,-0.376128115063672,-0.8315375613393243,-0.14069749266771098,2.218749999999999,4.291016000000001,-0.8125,-0.1758,-1.2441,9.4054,-1.4492189369447386,-1.4835298641951802,0.16896837444411383,0.6668520646027432,-0.7153633047226159,0.12252899505468261,-2.388672000000001,3.9902339999999996,1.1933590000000005,0.1352,0.1893,8.6298,0.0,1.4627189369447386
