Time,F_Q0,F_Q1,F_Q2,F_Q3,F_GX,F_GY,F_GZ,F_M1,F_M2,F_ACC,Cmd_F1,Cmd_F2,B_Q0,B_Q1,B_Q2,B_Q3,B_GX,B_GY,B_GZ,B_M1,B_M2,B_ACC,Cmd_B1,Cmd_B2
12.0979,0.025549132000355183,-0.39096047843722864,-0.919548141236374,0.0304690351486814,0.5781250000000001,-0.48632799999999987,0.021484,-0.027,-0.0135,1.9378,0.0,0.0,0.03435408285006179,0.7033090538258288,-0.707366433362171,0.061716292424530445,-0.970703,-0.23828100000000027,0.3554689999999999,-0.2164,-0.027,4.2467,0.0,0.0
12.118,0.02429841529011565,-0.3931742820406542,-0.9181552517077711,0.04259700362284598,0.783203,-0.18554699999999982,0.703125,-0.027,-0.0135,2.2058,0.0,-1.4835298641951802,0.04570566370673618,0.6977480065071727,-0.7133709613772412,0.04648207379306429,-1.097656,-0.03125000000000027,0.242188,-0.1758,-0.027,3.3452,0.0,0.0
12.1382,0.027404867944689208,-0.4012797580553409,-0.913992685706043,0.05330008877887162,1.400391,0.017578000000000312,1.126953,-0.027,-0.0135,1.4972,0.0,-1.4835298641951802,0.04570566370673618,0.6977480065071727,-0.7133709613772412,0.04648207379306429,-0.900391,0.16210899999999978,0.18359400000000003,-0.1352,-0.027,1.0842,0.0,0.0
12.1584,0.032843930968160524,-0.41035256000914655,-0.908835297685485,0.06745705577205857,1.623047,0.0039060000000003606,0.982422,-0.027,-0.0947,0.7252,0.0,-1.4835298641951802,0.055758783862967704,0.6949600537800561,-0.7158488270389904,0.038495954320498425,-0.880859,0.16601599999999977,0.16210900000000003,-0.0811,-0.0406,1.0846,0.0,0.0
12.1786,0.032843930968160524,-0.41035256000914655,-0.908835297685485,0.06745705577205857,1.746094,-0.3183589999999996,0.693359,-0.0406,-0.1893,6.6626,0.0,-1.4835298641951802,0.055758783862967704,0.6949600537800561,-0.7158488270389904,0.038495954320498425,-1.164062,0.24609399999999973,0.23242200000000002,-0.027,-0.0406,9.2127,0.0,0.0
12.1987,0.0520485604068009,-0.42290798829395015,-0.900151313491218,0.0903736334158299,1.0917969999999995,2.1171880000000005,-0.070312,-0.0406,-0.284,3.4653,0.0,-1.4835298641951802,0.07229200829912437,0.6905494083045706,-0.719121418470801,0.027924285538396366,-1.6035160000000004,2.4374999999999996,0.5761720000000004,0.0811,-0.0406,13.6704,0.0,0.0
12.2188,0.07880906090456594,-0.4255088232751728,-0.8964652656925384,0.09529638314818063,1.8945309999999995,2.2753910000000004,0.097656,-0.027,-0.3786,0.9839,0.0,-1.4835298641951802,0.11138959139580229,0.6819313889569448,-0.722153601059621,0.032497940866306925,-1.9472660000000004,2.2851559999999997,0.3671880000000003,0.1758,-0.027,4.619,0.0,0.0
12.2389,0.10383539232333931,-0.43109318851819756,-0.8913159482176918,0.09451325074860772,0.5214839999999994,2.478516,0.583984,-0.027,-0.4868,2.5374,0.0,-1.4835298641951802,0.1273601378840092,0.6792286128092124,-0.7220412032148732,0.032930042202484536,-2.5214840000000005,2.2968749999999996,0.1582030000000003,0.2569,-0.027,2.8041,0.0,0.0
12.259,0.10383539232333931,-0.43109318851819756,-0.8913159482176918,0.09451325074860772,0.3378909999999994,2.675781,0.882812,-0.027,-0.595,4.6646,0.0,-1.4835298641951802,0.17980222272915383,0.6716025589701736,-0.7181284073563072,0.030211819446433873,-2.6699220000000006,2.5292969999999997,-0.0839839999999997,0.2705,-0.027,1.9525,0.0,0.0
12.2791,0.15701246594053891,-0.45075436702588423,-0.8750956797597245,0.0798444576174917,0.7617189999999994,2.923828,1.048828,-0.0135,-0.7167,3.0246,1.7677425150087855,-1.4835298641951802,0.2308166819077925,0.6648714913293349,-0.7100157201856325,0.023393085727640702,-2.7089840000000005,2.3281249999999996,-0.17382799999999973,0.2434,-0.027,5.6361,0.0,-1.8082425150087855
