Time,F_Q0,F_Q1,F_Q2,F_Q3,F_GX,F_GY,F_GZ,F_M1,F_M2,F_ACC,Cmd_F1,Cmd_F2,B_Q0,B_Q1,B_Q2,B_Q3,B_GX,B_GY,B_GZ,B_M1,B_M2,B_ACC,Cmd_B1,Cmd_B2
1.97,0.2669383916155493,0.27751263150889793,0.6148431879568049,0.6882575743555777,-0.28906200000000015,0.7832029999999999,-0.570312,0.0676,-0.0135,2.5951,0.0,0.0,-0.5299879212373733,0.657693519748554,-0.40892774866171966,0.3454419398360654,0.353516,-0.05078099999999995,0.21875,-0.0135,0.1352,1.1236,0.0,0.0
1.99,0.2630073256669963,0.26663195041761795,0.6181130711338824,0.6911373097695072,0.28124999999999983,0.8378910000000002,0.345703,0.0676,-0.0135,3.4692,0.0,-1.4835298641951802,-0.5390194405508317,0.6495941307619056,-0.4047065340965322,0.3517074483822102,1.222656,0.15429700000000027,-0.09960899999999999,-0.0135,0.1082,2.1202,0.0,0.0
2.0101,0.25947460600544003,0.2662509858501301,0.6195547286573836,0.6913286335531252,0.435547,-0.025390999999999903,0.220703,0.0541,-0.0135,1.7072,0.0,-1.4835298641951802,-0.5434057708826834,0.6461226377697407,-0.4017599581480655,0.35471769220287525,1.855469,-0.08007799999999954,-0.341797,-0.0135,0.0676,1.4058,0.0,0.0
2.0302,0.2541204996442713,0.2700030750669076,0.624079641405343,0.6877831869843419,0.605469,-0.021483999999999864,0.248047,0.0406,-0.284,0.7415,0.0,-1.4835298641951802,-0.5614920252230086,0.6313649258718341,-0.3881239342633527,0.3680554953288355,2.140625,-0.0214839999999995,-0.195312,-0.0135,0.027,1.989,0.0,0.0
2.0503,0.2519149260502111,0.2712068935556645,0.6263140114423993,0.6860877859224237,2.039062,0.2988280000000004,0.533203,0.0135,-0.3381,4.8406,0.0,-1.4835298641951802,-0.5834762153102768,0.6023374682594599,-0.37859759645504565,0.39167453383701384,3.636719,0.9707030000000008,0.03125000000000012,0.0406,0.0,14.0455,0.0,0.0
2.0703,0.22899284338820314,0.25613869119729094,0.6416194879123845,0.6857694082414103,0.5156249999999993,2.998047,-0.035156,0.0,-0.4327,4.3911,0.0,-1.4835298641951802,-0.586957623091156,0.5891588609033651,-0.3813062910519137,0.4037054591140219,2.9101559999999997,2.5937500000000004,0.04882800000000032,0.0947,-0.027,2.7792,0.0,0.0
2.0904,0.21644505831021357,0.23979359202015993,0.6463560607079201,0.6912846105225381,1.0273439999999996,1.8417970000000001,0.007812,-0.027,-0.5409,2.1276,0.0,-1.4835298641951802,-0.586957623091156,0.5891588609033651,-0.3813062910519137,0.4037054591140219,2.9101559999999997,2.5937500000000004,0.04882800000000032,0.0947,-0.027,2.7792,0.0,0.0
2.1105,0.1910591943415704,0.21902631987949295,0.6613074034773945,0.6915174427037852,0.7558589999999996,1.7460940000000003,0.072266,-0.0541,-0.6626,4.387,0.0,-1.4835298641951802,-0.5957442759885717,0.5344183144412674,-0.3907035786800944,0.45479285001325004,2.162108999999999,3.3046880000000005,-0.2402339999999996,0.1487,-0.0541,7.4215,0.0,0.0
2.1306,0.1793629618035551,0.20914153239510952,0.666007906367519,0.6931970975245323,-0.19531200000000096,4.304688,0.019531,-0.0541,-0.8249,1.1949,0.6985931697443166,-1.4835298641951802,-0.5957442759885717,0.5344183144412674,-0.3907035786800944,0.45479285001325004,2.162108999999999,3.3046880000000005,-0.2402339999999996,0.1487,-0.0541,7.4215,0.14176131410353576,-0.8067931697443167
2.1507,0.1385339687443767,0.16382423308332675,0.6731621102567537,0.7076883024844103,-0.41992200000000096,4.273438,-0.134766,-0.0406,-0.9736,2.5738,0.633531904512159,-1.4835298641951802,-0.5815052764173101,0.48979583445622776,-0.4120253452193669,0.5021820077870344,-0.15039100000000072,3.3125,-0.3378909999999996,0.1352,-0.1217,2.239,0.1283710986956507,-0.795831904512159
2.1707,0.11168945488419102,0.13003107808828768,0.6734592924291263,0.7190757719738099,-0.892578000000001,4.451172,-0.230469,0.1082,-1.1224,3.567,0.7268030193634388,-1.4835298641951802,-0.5815052764173101,0.48979583445622776,-0.4120253452193669,0.5021820077870344,-0.15039100000000072,3.3125,-0.3378909999999996,0.1352,-0.1217,2.239,0.1283710986956507,-0.7403030193634389
2.1908,0.11168945488419102,0.13003107808828768,0.6734592924291263,0.7190757719738099,-0.892578000000001,4.451172,-0.230469,0.1082,-1.1224,3.567,0.7146664392079467,-1.4835298641951802,-0.5565111247073753,0.46657123273047346,-0.43782819739295975,0.5300123795091303,0.7421879999999992,3.486328,-0.8535159999999996,0.1352,-0.2299,12.3578,0.12811111044291654,-0.8363664392079467
2.2109,0.0633995136763078,0.0842448942004771,0.6540181571261339,0.7490951539131019,-3.878906000000001,4.349608999999999,1.246094,0.2569,-1.3793,14.0492,0.788688784784863,-1.4835298641951802,-0.5565111247073753,0.46657123273047346,-0.43782819739295975,0.5300123795091303,2.7792969999999992,3.3496090000000005,-1.7558589999999996,0.1352,-0.3381,7.3745,0.12838454844291652,-0.8698887847848631
