Time,F_Q0,F_Q1,F_Q2,F_Q3,F_M1,F_M2,Cmd_F1,Cmd_F2,B_Q0,B_Q1,B_Q2,B_Q3,B_M1,B_M2,Cmd_B1,Cmd_B2
0.0009,0.798194961108483,-0.055025740357145705,0.07893528012117197,0.5946647740629736,0.0,0.0,0.0,0.0,0.5641590565717228,0.05511608018277204,0.005188101678095334,-0.8238081452585716,0.0,0.0,0.0,0.0
0.0209,0.7981911692984328,-0.05511174352321041,0.07893490514061828,0.5946619491192235,0.0,0.0,0.0,0.0,0.5641590565717228,0.05511608018277204,0.005188101678095334,-0.8238081452585716,0.0,0.0,0.0,0.0
0.041,0.7981911692984328,-0.05511174352321041,0.07893490514061828,0.5946619491192235,0.0,0.0,0.0,0.0,0.5641590565717228,0.05511608018277204,0.005188101678095334,-0.8238081452585716,0.0,0.0,0.0,0.0
0.0611,0.7981911692984328,-0.05511174352321041,0.07893490514061828,0.5946619491192235,0.0,0.0,0.0,0.0,0.5641590565717228,0.05511608018277204,0.005188101678095334,-0.8238081452585716,0.0,0.0,0.0,0.0
0.0812,0.7981911692984328,-0.05511174352321041,0.07893490514061828,0.5946619491192235,0.0,0.0,0.0,0.0,0.5641590565717228,0.05511608018277204,0.005188101678095334,-0.8238081452585716,0.0,0.0,0.0,0.0
0.1012,0.7981911692984328,-0.05511174352321041,0.07893490514061828,0.5946619491192235,0.0,0.0,0.0,0.0,0.5641308842840653,0.05511332786310726,0.005126844451676565,-0.823828005080369,0.0,0.0,0.0,0.0
0.1213,0.7981911692984328,-0.05511174352321041,0.07893490514061828,0.5946619491192235,0.0,0.0,0.0,0.0,0.5641308842840653,0.05511332786310726,0.005126844451676565,-0.823828005080369,0.0,0.0,0.0,0.0
0.1414,0.7981911692984328,-0.05511174352321041,0.07893490514061828,0.5946619491192235,0.0,0.0,0.0,0.0,0.5641308842840653,0.05511332786310726,0.005126844451676565,-0.823828005080369,0.0,0.0,0.0,0.0
0.1614,0.7981911692984328,-0.05511174352321041,0.07893490514061828,0.5946619491192235,0.0,0.0,0.0,0.0,0.5641552588403195,0.055237710729387865,0.005188066753517881,-0.8238025996557364,0.0,0.0,0.0,0.0
0.1815,0.7981911692984328,-0.05511174352321041,0.07893490514061828,0.5946619491192235,0.0,0.0,0.0,0.0,0.5641552588403195,0.055237710729387865,0.005188066753517881,-0.8238025996557364,0.0,0.0,0.0,0.0
0.2016,0.7981911692984328,-0.05511174352321041,0.07893490514061828,0.5946619491192235,0.0,0.0,0.0,0.0,0.5640872212638202,0.05517602164285389,0.005188002034999436,-0.8238533231573533,0.0,0.0,0.0,0.0
0.2216,0.7981911692984328,-0.05511174352321041,0.07893490514061828,0.5946619491192235,0.0,0.0,0.0,0.0,0.5640872212638202,0.05517602164285389,0.005188002034999436,-0.8238533231573533,0.0,0.0,0.0,0.0
0.2417,0.7981911692984328,-0.05511174352321041,0.07893490514061828,0.5946619491192235,0.0,0.0,0.0,0.0,0.5640872212638202,0.05517602164285389,0.005188002034999436,-0.8238533231573533,0.0,0.0,0.0,0.0
