Time,F_Q0,F_Q1,F_Q2,F_Q3,F_M1,F_M2,F_ACC,Cmd_F1,Cmd_F2,B_Q0,B_Q1,B_Q2,B_Q3,B_M1,B_M2,B_ACC,Cmd_B1,Cmd_B2
2.113,0.007018792326482767,0.9553547327613751,0.2470016916615166,0.1619822072360685,-0.0947,0.0,0.9546,6.264545343367418,-0.9262408004357529,0.9999955736233894,0.0029299870307165315,0.00036599837994616066,-0.00036599837994621964,0.0,0.027,9.7775,1.5616891585076393,-6.264545343367418
2.1331,0.008240259805940384,0.9557801346513985,0.2507399055416319,0.15344683800280395,-0.0947,0.0,0.3929,6.180561018751764,-0.8636408271355945,0.9620972509385672,-0.029358007657288653,-0.12579303280990914,-0.24017306264302712,-0.1352,0.0676,0.3609,1.2450577909802534,-6.180561018751764
2.1532,0.005858991004618925,0.9561145320655783,0.2531126113930892,0.1474607736016574,0.0811,-0.1082,1.5009,6.187455318635598,-0.9565424449751616,0.9621663577375328,-0.017944155869662012,-0.12762610860820425,-0.24005308519105217,-0.027,-0.1487,5.4317,0.796860138251851,-6.187455318635598
2.1733,0.0025630577303486224,-0.9560765346814106,-0.25464473562163253,-0.14514526925410076,0.4327,-0.1893,7.7173,6.2169185355654175,-1.1328915316053254,0.9633971123490769,0.01086420425249085,-0.12457534207893416,-0.2371264580963855,0.1758,-0.6356,3.9648,0.2418145536439229,-6.2169185355654175
2.1934,0.01904304876135983,-0.9540434429100717,-0.252563646710882,-0.160156410094226,1.0007,-0.2028,9.1678,6.191986853677935,-1.1946572904999626,0.9641172697795988,0.05767837508995094,-0.10949771207781746,-0.2348645273544705,0.3786,-1.3252,12.1039,0.4771828582499844,-6.191986853677935
2.2135,0.040162111771620365,-0.9565084781639646,-0.23041437835401285,-0.17432082556663864,1.6498,-0.284,10.0721,6.183332745268155,-1.2096248383926964,0.9507455954716433,0.10858206800719646,-0.12542707855757515,-0.2618411639965401,0.4192,-2.2312,9.2061,-0.8305289754826367,-6.183332745268155
2.2336,0.042357497198567864,-0.9717904644355887,-0.1909157337493788,-0.13183443506941772,2.1636,-0.4868,12.772,6.004181316172037,-0.9972472393732335,0.9315604258550801,0.13146723758256662,-0.1835901423650546,-0.28496701221279946,0.3381,-2.7451,14.3287,-1.5366273354278264,-6.004181316172037
2.2537,0.03198240499937281,-0.9865844933100254,-0.1470968627159886,-0.06317179995670627,2.4747,-0.7437,4.172,4.444854641625623,-1.2042205147209228,0.9053426473754216,0.15606849068734854,-0.268618565708784,-0.2895537656712338,0.2434,-3.0561,22.2888,-1.4958227349067146,-4.444854641625623
2.2738,0.005798155898580449,-0.9927636930474405,-0.11938821006416472,0.011536310183860652,2.6775,-0.9736,4.0132,4.098419162145914,-1.0510881486689323,0.8690549472985298,0.1934754225828082,-0.370289325475958,-0.26494636225265195,0.0541,-3.3536,19.6375,-1.5518638729936312,-4.098419162145914
2.2939,0.03680307962356864,0.9886222763993661,0.11279017932782255,-0.09246568760548159,2.8533,-1.3387,8.032,5.169233251382307,-0.6783342814027331,0.8236148903868775,0.24359303790666187,-0.46484788893138185,-0.21502879893738178,-0.1893,-3.5429,15.9434,-1.5509469861616143,-5.169233251382307
2.3139,0.09380890660940751,0.9755642298178825,0.11816136317269872,-0.15972543565055322,3.002,-1.2982,7.5808,6.0658937078151425,-0.665180611488155,0.7727465895909021,0.28282989567362193,-0.5444203248555621,-0.1627159127837297,-0.4462,-3.6917,9.5955,-1.548035194016641,-6.0658937078151425
2.334,0.16033869138439227,0.9527571661585903,0.12805175352942347,-0.22393756897098044,3.1373,-1.4875,1.6603,6.253865900948631,-0.789578410847248,0.7277417318205375,0.3029872151250817,-0.6040813789224084,-0.11694617085135421,-0.7573,-3.9351,5.3806,-1.4791759911258748,-6.253865900948631
2.3542,0.23340048089423265,0.9220068003283652,0.14465453758298472,-0.27295190129992514,3.286,-1.5822,21.1078,6.279286314508035,-0.6893578021537626,0.6845797215350958,0.3291066735566022,-0.6469211867562293,-0.06732295603544673,-0.9331,-4.165,21.0663,-1.496107453874974,-6.279286314508035
2.3742,0.3112863285091686,0.8908899739225407,0.1860393798624489,-0.2735054390464152,3.5294,-1.5822,8.7264,6.282965471553979,-0.7026264925394051,0.6589234480663799,0.38665063463287835,-0.6451907096634155,-0.007079865134565528,-1.0818,-4.4354,20.9093,-1.397791868807655,-6.282965471553979
2.3943,0.40002498650263557,0.8519921010998852,0.24823061216214337,-0.22906556489917151,3.8269,-1.4875,4.1619,6.283167705349257,-0.6922795187349857,0.6382594806382568,0.4607644536847127,-0.6145769433360057,0.05114816043401029,-1.2441,-4.7465,7.4844,-0.5764292337227458,-6.283167705349257
2.4144,0.4921293423232803,0.7977964182779047,0.3117701174037634,-0.1553350549665013,4.2056,-1.3523,9.8094,6.283184183658502,-0.34552701905582794,0.6145755138743317,0.5396839889467837,-0.5653805121746948,0.10669117242616061,-1.3252,-5.0034,12.9371,0.1196056776451313,-6.283184183658502
2.4345,0.5764896693846125,0.724441920898175,0.37256718782581405,-0.06353939639111277,4.5842,-1.2306,8.1848,6.283184932672558,0.2272863961221332,0.591745419507554,0.6146947848195832,-0.4975669203576577,0.15625248725454466,-1.3658,-5.2874,9.2743,-1.0532556080951745,-6.283184932672558
2.4546,0.6570461396922957,0.6298860099077266,0.4125389713157901,0.03668217528562484,4.9358,-1.1089,13.2479,6.283184932672558,0.6355595866592894,0.5701120466260399,0.6831466853245,-0.41478266564277244,0.1903633391814003,-1.3793,-5.5037,10.3222,-1.5228942563271015,-6.283184932672558
2.4747,0.7118041420216007,0.5373631663911299,0.4280473016708898,0.14612049253702242,5.2874,-1.0277,13.2479,6.283183060137416,0.48683671317179167,0.5449211551053084,0.7404778518966452,-0.3370354774299307,0.20288068543556703,-1.3658,-5.7201,8.0374,-1.5677582321546315,-6.283183060137416
2.4948,0.7484668596100719,0.46837953164920065,0.40795510809950025,0.2323587832922131,5.5308,-0.906,6.515,6.283177068024964,0.6319227957209201,0.5200261931882013,0.7855923559158624,-0.27460027031825784,0.1923852911890422,-1.4605,-5.8959,5.5992,-1.570566285852768,-6.283177068024964
2.5149,0.7795792567130623,0.4218016944430154,0.35783856049049734,0.2937534300970785,5.7201,-0.7437,8.6325,6.283154223096238,1.1207312883966716,0.5006777095400748,0.8162949391001488,-0.23791818832172595,0.16241717653898716,-1.5416,-5.9906,2.205,-1.5707898665486586,-6.283154223096238
