timestamp_s,front_qr,front_qi,front_qj,front_qk,front_m1_rad,front_m2_rad,front_m1_cmd,front_m2_cmd,back_qr,back_qi,back_qj,back_qk,back_m1_rad,back_m2_rad,back_m1_cmd,back_m2_cmd
2.2489,0.139465,0.908142,0.354431,-0.17395,0.0,0.0,21.139446233638367,21.286705074649593,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,21.139446233638367,21.286705074649593
2.269,0.139465,0.908142,0.354431,-0.174011,0.0,0.0,22.438257538969573,19.9129254157915,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,22.438257538969573,19.9129254157915
2.2891,0.139404,0.908142,0.354431,-0.174011,0.0,0.0,23.651360512219924,18.45570767868315,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,23.651360512219924,18.45570767868315
2.3091,0.139404,0.908142,0.354431,-0.174011,0.0,0.0,24.76694389648431,16.929220006497598,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,24.76694389648431,16.929220006497598
2.3292,0.139404,0.908142,0.354431,-0.174011,0.0,0.0,25.78405260280554,15.335665338541943,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,25.78405260280554,15.335665338541943
2.3493,0.139404,0.908142,0.354431,-0.174011,0.0,0.0,26.69988895400512,13.67903248931719,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,26.69988895400512,13.67903248931719
2.3694,0.139404,0.908142,0.354431,-0.174011,0.0,0.0,27.50911969476613,11.968639589319677,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,27.50911969476613,11.968639589319677
2.3894,0.139404,0.908142,0.354431,-0.174011,0.0,0.0,28.208587279173685,10.211542670588045,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,28.208587279173685,10.211542670588045
2.4095,0.139404,0.908142,0.354431,-0.174011,0.0,0.0,28.795776078282238,8.414468494767117,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,28.795776078282238,8.414468494767117
2.4296,0.139404,0.908142,0.354431,-0.174011,0.0,0.0,29.268639651405692,6.583823581792151,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,29.268639651405692,6.583823581792151
2.4496,0.139404,0.908142,0.354431,-0.174011,0.0,0.0,29.625221427323012,4.7271826051128505,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,29.625221427323012,4.7271826051128505
2.4697,0.139404,0.908142,0.354431,-0.174011,0.0,0.0,29.864149392171946,2.8517680624545987,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,29.864149392171946,2.8517680624545987
2.4898,0.139404,0.908142,0.354431,-0.174011,0.0,0.0,29.98447394293799,0.9650504470093616,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,29.98447394293799,0.9650504470093616
2.5099,0.139404,0.908142,0.354431,-0.174011,0.0,0.0,29.98562216818344,-0.9286889613567512,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,29.98562216818344,-0.9286889613567512
2.53,0.139343,0.908142,0.354431,-0.174072,0.0,0.0,29.867296565716018,-2.818615946802297,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,29.867296565716018,-2.818615946802297
2.55,0.139343,0.908142,0.354431,-0.174072,0.0,0.0,29.630024961713705,-4.696979962510251,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,29.630024961713705,-4.696979962510251
