Time,F_Q0,F_Q1,F_Q2,F_Q3,F_M1,F_M2,Cmd_F1,Cmd_F2,B_Q0,B_Q1,B_Q2,B_Q3,B_M1,B_M2,Cmd_B1,Cmd_B2
0.0007,0.99292,-0.034912,0.033875,0.108398,0.0,0.0,0.0,0.0,0.127625,0.589844,-0.759155,0.243896,0.0,0.0,0.0,0.0
0.0207,0.99292,-0.034912,0.033875,0.108398,0.0,0.0,0.0,0.0,0.127625,0.589844,-0.759155,0.243896,0.0,0.0,0.0,0.0
0.0408,0.99292,-0.034851,0.033875,0.108398,0.0406,0.0,0.0,0.0,0.127625,0.589783,-0.759155,0.244019,0.0,0.0,0.0,0.0
0.0609,0.99292,-0.034851,0.033875,0.108398,0.0406,0.0,0.0,0.0,0.127625,0.589783,-0.759155,0.244019,0.0,0.0,0.0,0.0
0.081,0.99292,-0.034851,0.033875,0.108398,0.0406,0.0,0.0,0.0,0.127686,0.589783,-0.759155,0.243958,0.0,0.0,0.0,0.0
0.101,0.99292,-0.03479,0.033875,0.108398,-0.0135,0.0,0.0,0.0,0.127686,0.589783,-0.759155,0.243958,0.0,0.0,0.0,0.0
0.1211,0.99292,-0.03479,0.033875,0.108398,-0.0135,0.0,0.0,0.0,0.127686,0.589783,-0.759155,0.243958,0.0,0.0,0.0,0.0
0.1412,0.99292,-0.03479,0.034058,0.108459,0.027,0.0,0.0,0.0,0.127686,0.589844,-0.759155,0.243958,0.0,0.0,0.0,0.0
0.1612,0.99292,-0.03479,0.034058,0.108459,0.027,0.0,0.0,0.0,0.127686,0.589844,-0.759155,0.243958,0.0,0.0,0.0,0.0
0.1813,0.99292,-0.03479,0.034058,0.108459,0.027,0.0,0.0,0.0,0.127686,0.589844,-0.759155,0.243958,0.0,0.0,0.0,0.0
0.2014,0.99292,-0.034668,0.033691,0.108398,-0.0135,0.0,0.0,0.0,0.127686,0.589844,-0.759155,0.243958,0.0,0.0,0.0,0.0
0.2214,0.99292,-0.034668,0.033691,0.108398,-0.0135,0.0,0.0,0.0,0.127686,0.589844,-0.759155,0.243958,0.0,0.0,0.0,0.0
0.2415,0.99292,-0.034607,0.03418,0.108459,0.027,0.0,0.0,0.0,0.127808,0.589844,-0.759094,0.244019,0.0,0.0,0.0,0.0
0.2616,0.99292,-0.034607,0.03418,0.108459,0.027,0.0,0.0,0.0,0.127808,0.589844,-0.759094,0.244019,0.0,0.0,0.0,0.0
0.2817,0.99292,-0.034607,0.03418,0.108459,0.027,0.0,0.0,0.0,0.127747,0.589844,-0.759094,0.244019,0.0,0.0,0.0,0.0
0.3017,0.99292,-0.034546,0.033752,0.108398,0.0135,0.0,0.0,0.0,0.127747,0.589844,-0.759094,0.244019,0.0,0.0,0.0,0.0
0.3218,0.99292,-0.034546,0.033752,0.108398,0.0135,0.0,0.0,0.0,0.127747,0.589844,-0.759094,0.244019,0.0,0.0,0.0,0.0
0.3418,0.992554,-0.035828,0.038818,0.109741,0.0135,0.0,0.0,0.0,0.127869,0.589844,-0.759033,0.244141,0.0,0.0,0.0,0.0
0.3619,0.992554,-0.035828,0.038818,0.109741,0.0135,0.0,0.0,0.0,0.127869,0.589844,-0.759033,0.244141,0.0,0.0,0.0,0.0
0.382,0.992554,-0.035828,0.038818,0.109741,0.0135,0.0,0.0,0.0,0.127869,0.589844,-0.759033,0.244141,0.0,0.0,0.0,0.0
0.402,0.992187,-0.034424,0.04425,0.111267,0.0135,0.0,0.0,0.0,0.127869,0.589844,-0.759033,0.244141,0.0,0.0,0.0,0.0
0.4221,0.992187,-0.034424,0.04425,0.111267,0.0135,0.0,0.0,0.0,0.127869,0.589844,-0.759033,0.244141,0.0,0.0,0.0,0.0
0.4422,0.992493,-0.034851,0.040283,0.110352,0.0135,0.0,0.0,0.0,0.127808,0.589783,-0.759094,0.24408,0.0,0.0,0.0,0.0
0.4622,0.992493,-0.034851,0.040283,0.110352,0.0135,0.0,0.0,0.0,0.127808,0.589783,-0.759094,0.24408,0.0,0.0,0.0,0.0
0.4823,0.992493,-0.034851,0.040283,0.110352,0.0135,0.0,0.0,0.0,0.127747,0.589844,-0.759094,0.24408,0.0,0.0,0.0,0.0
0.5024,0.993042,-0.034485,0.031128,0.108337,0.0135,0.0,0.0,0.0,0.127747,0.589844,-0.759094,0.24408,0.0,0.0,0.0,0.0
0.5224,0.993042,-0.034485,0.031128,0.108337,0.0135,0.0,0.0,0.0,0.127747,0.589844,-0.759094,0.24408,0.0,0.0,0.0,0.0
0.5425,0.992798,-0.034485,0.034912,0.109253,0.027,0.0,0.0,0.0,0.127747,0.589844,-0.759033,0.244202,0.0,0.0,0.0,0.0
0.5626,0.992798,-0.034485,0.034912,0.109253,0.027,0.0,0.0,0.0,0.127747,0.589844,-0.759033,0.244202,0.0,0.0,0.0,0.0
0.5826,0.992798,-0.034485,0.034912,0.109253,0.027,0.0,0.0,0.0,0.12793,0.589844,-0.758972,0.244263,0.0,0.0,0.0,0.0
0.6027,0.992737,-0.034485,0.036377,0.109558,0.0135,0.0,0.0,0.0,0.12793,0.589844,-0.758972,0.244263,0.0,0.0,0.0,0.0
0.6228,0.992737,-0.034485,0.036377,0.109558,0.0135,0.0,0.0,0.0,0.12793,0.589844,-0.758972,0.244263,0.0,0.0,0.0,0.0
0.6428,0.992981,-0.034302,0.032104,0.108582,0.0406,0.0,0.0,0.0,0.127747,0.589844,-0.759094,0.24408,0.0,0.0,0.0,0.0
0.6629,0.992981,-0.034302,0.032104,0.108582,0.0406,0.0,0.0,0.0,0.127747,0.589844,-0.759094,0.24408,0.0,0.0,0.0,0.0
0.683,0.992981,-0.034302,0.032104,0.108582,0.0406,0.0,0.0,0.0,0.127869,0.589783,-0.759033,0.244202,0.0,0.0,0.0,0.0
0.703,0.992798,-0.034424,0.03479,0.109192,0.0135,0.0,0.0,0.0,0.127869,0.589783,-0.759033,0.244202,0.0,0.0,0.0,0.0
